epoch,train_loss,val_loss,psnr,ssim,lr,epoch_time_s
1.700000000000000000e+01,5.565663939389760978e-02,5.598851611566303677e-02,5.648131979170756267e+01,8.067270836799194100e-01,5.000000000000000104e-04,5.831607580184936523e+00
1.800000000000000000e+01,5.534906438786348776e-02,5.633223337593989272e-02,5.547834625435834255e+01,8.114391226718603578e-01,5.000000000000000104e-04,6.543328523635864258e+00
1.900000000000000000e+01,5.478646361938115800e-02,5.299603315678673432e-02,5.648573894596579237e+01,8.189620402965327450e-01,2.500000000000000052e-04,5.768862247467041016e+00
2.000000000000000000e+01,5.260426213415406865e-02,5.195045218470707715e-02,5.749832833831634105e+01,8.231333172468984216e-01,2.500000000000000052e-04,5.447514295578002930e+00
2.100000000000000000e+01,5.258327011949356922e-02,5.147136478268321547e-02,5.774866060994977346e+01,8.241678800725872334e-01,2.500000000000000052e-04,5.633270025253295898e+00
2.200000000000000000e+01,5.258205220608647840e-02,5.123034359222680689e-02,5.746674123601098927e+01,8.243680701703367530e-01,2.500000000000000052e-04,5.652020692825317383e+00
2.300000000000000000e+01,5.214399166734465935e-02,5.093556247539256926e-02,5.793717002868652344e+01,8.252549687481025575e-01,2.500000000000000052e-04,5.517627000808715820e+00
2.400000000000000000e+01,5.187728749884853302e-02,5.192065459849247444e-02,5.735396739825531398e+01,8.220002125651169056e-01,2.500000000000000052e-04,5.662285089492797852e+00
2.500000000000000000e+01,5.202396769930377890e-02,5.104776411949090570e-02,5.755621981021747047e+01,8.253141191181592173e-01,2.500000000000000052e-04,5.904968023300170898e+00
2.600000000000000000e+01,5.202504487101367731e-02,5.202451606641462362e-02,5.668774218535303788e+01,8.230956006052180252e-01,2.500000000000000052e-04,5.614543437957763672e+00
2.700000000000000000e+01,5.142177348881806637e-02,4.966628510299040539e-02,5.846486233466833937e+01,8.284783661693853052e-01,2.500000000000000052e-04,5.627664327621459961e+00
2.800000000000000000e+01,5.088519700874650359e-02,5.130103507533145119e-02,5.645499770964809727e+01,8.251122482026956861e-01,2.500000000000000052e-04,5.941806793212890625e+00
2.900000000000000000e+01,5.131716301850400286e-02,4.975800073925574357e-02,5.834782805514694815e+01,8.273087208477543086e-01,2.500000000000000052e-04,6.456697225570678711e+00
3.000000000000000000e+01,5.074928971993347693e-02,4.965719400937832623e-02,5.814311942862505589e+01,8.283159219324747191e-01,2.500000000000000052e-04,5.766165733337402344e+00
3.100000000000000000e+01,5.025793319493378902e-02,4.847802590560074121e-02,5.844357019932425601e+01,8.310964889356250440e-01,2.500000000000000052e-04,5.713191270828247070e+00
3.200000000000000000e+01,4.965133219191619068e-02,4.955346433062050165e-02,5.802097339725973768e+01,8.288728971275829416e-01,2.500000000000000052e-04,6.133937358856201172e+00
3.300000000000000000e+01,5.001904090286404120e-02,4.878742966669887687e-02,5.859664836480988725e+01,8.301949908919044052e-01,2.500000000000000052e-04,5.723002672195434570e+00
3.400000000000000000e+01,4.948296263921175137e-02,5.177380642549476303e-02,5.743156055469609100e+01,8.243355831331464767e-01,2.500000000000000052e-04,5.605912685394287109e+00
3.500000000000000000e+01,4.923080794612770539e-02,5.300777302540127245e-02,5.688591517156093147e+01,8.206221203660332142e-01,2.500000000000000052e-04,5.625530958175659180e+00
3.600000000000000000e+01,4.962530361540148233e-02,4.707231398802905892e-02,5.908270362393940189e+01,8.349303338955705867e-01,2.500000000000000052e-04,6.043136119842529297e+00
3.700000000000000000e+01,4.861770225698387043e-02,4.702996153702687643e-02,5.961109989492138084e+01,8.322904437168393565e-01,2.500000000000000052e-04,5.833270788192749023e+00
3.800000000000000000e+01,4.764153472198611600e-02,4.714748158526779753e-02,5.945403850497911691e+01,8.329274597026832261e-01,2.500000000000000052e-04,5.712886571884155273e+00
3.900000000000000000e+01,4.726701077429878300e-02,4.504036356755836829e-02,6.060335931825877509e+01,8.373951612313002002e-01,2.500000000000000052e-04,5.808897256851196289e+00
4.000000000000000000e+01,4.848237355590969550e-02,4.942141495757366304e-02,5.809834563672242780e+01,8.297708802211691825e-01,2.500000000000000052e-04,5.596878767013549805e+00
