epoch,train_loss,val_loss,psnr,ssim
1.000000000000000000e+00,1.856465683629115460e-01,1.051212993264198370e-01,2.435842880249023423e+01,5.101723160317813699e-01
2.000000000000000000e+00,8.526193027695019855e-02,7.717426806688308660e-02,2.623720458984374915e+01,5.796944554089679125e-01
3.000000000000000000e+00,7.410718016326427182e-02,7.234576851129531638e-02,2.638531036376953054e+01,5.855204068784968241e-01
4.000000000000000000e+00,6.740011622508366995e-02,6.556083589792251198e-02,2.730431777954101591e+01,6.038627345662477275e-01
5.000000000000000000e+00,6.442553928742805747e-02,6.598649233579635676e-02,2.699779975891113182e+01,6.405967021272984674e-01
6.000000000000000000e+00,6.267204967637857171e-02,6.123007968068122642e-02,2.789913230895995966e+01,6.065813756847099336e-01
7.000000000000000000e+00,5.953851689894994192e-02,5.950111821293831149e-02,2.843803764343261875e+01,6.102885975756010550e-01
8.000000000000000000e+00,5.529423287759224759e-02,5.960092976689338601e-02,2.816238319396972756e+01,6.551324745680245920e-01
9.000000000000000000e+00,5.429210948447386192e-02,5.450032189488410866e-02,2.938426521301269645e+01,6.196263752344488562e-01
1.000000000000000000e+01,5.194016359746456146e-02,4.951012849807739230e-02,3.045110694885254077e+01,6.599060203370351596e-01
1.100000000000000000e+01,5.144442928334077431e-02,5.049039393663406344e-02,3.035657272338867330e+01,6.659201545175609249e-01
1.200000000000000000e+01,4.962744060903787752e-02,4.815323576331138888e-02,3.061946174621581918e+01,6.476082286208922900e-01
1.300000000000000000e+01,4.691652891536553932e-02,4.877618491649627491e-02,3.088627838134765469e+01,6.645567304558048782e-01
1.400000000000000000e+01,4.690570489813884053e-02,4.476975426077842851e-02,3.157997833251953068e+01,6.593320515147483851e-01
1.500000000000000000e+01,4.431897693624099049e-02,4.403757184743881115e-02,3.169841201782226392e+01,6.687211729766502355e-01
1.600000000000000000e+01,4.287220221012830873e-02,4.396483302116394043e-02,3.175973403930663963e+01,6.659895072549439909e-01
1.700000000000000000e+01,4.292723263303439146e-02,4.238184839487076083e-02,3.206824432373046818e+01,6.719990174673695638e-01
1.800000000000000000e+01,4.241048277666171346e-02,4.402823403477668790e-02,3.181330139160156278e+01,6.763145225898506974e-01
1.900000000000000000e+01,4.191273028651873456e-02,4.221022278070449968e-02,3.196979492187499972e+01,6.954589678769460548e-01
2.000000000000000000e+01,4.193897675722837309e-02,4.544100314378738542e-02,3.170454666137695199e+01,6.700077042023336871e-01
2.100000000000000000e+01,4.113583434373140058e-02,4.172065466642380094e-02,3.220278480529785270e+01,6.778982844343121039e-01
2.200000000000000000e+01,4.081689504285653664e-02,4.103487446904182517e-02,3.227794715881347543e+01,6.932522298502581393e-01
2.300000000000000000e+01,4.056872619936863905e-02,4.123976647853851152e-02,3.239004585266113168e+01,6.870307566477550365e-01
2.400000000000000000e+01,4.001685598244269365e-02,4.114161565899848716e-02,3.231212425231933594e+01,6.904242330935854710e-01
2.500000000000000000e+01,3.890429716557264328e-02,4.030083969235419977e-02,3.245638793945312273e+01,7.006005372589790836e-01
2.600000000000000000e+01,3.996110664059718265e-02,4.122144415974617060e-02,3.220471183776855639e+01,6.889603526859310323e-01
2.700000000000000000e+01,3.994550487647453851e-02,4.043370872735976840e-02,3.242886299133300554e+01,6.975066981757085394e-01
2.800000000000000000e+01,3.805727719639738493e-02,4.350900396704673878e-02,3.216679595947265824e+01,6.897160959972175043e-01
2.900000000000000000e+01,4.032359768946965767e-02,4.190796524286270058e-02,3.184368507385254077e+01,7.091199097699124598e-01
3.000000000000000000e+01,3.838870767503976822e-02,3.965573295950889504e-02,3.259502113342285412e+01,6.884511100682599860e-01
3.100000000000000000e+01,3.683190218483408523e-02,3.990567758679389870e-02,3.238176414489745980e+01,7.075657376875199578e-01
3.200000000000000000e+01,3.685431433841586391e-02,4.158307477831840737e-02,3.234566871643066577e+01,6.891202971328140858e-01
3.300000000000000000e+01,3.744770120829343796e-02,3.938666328787803622e-02,3.268540519714355241e+01,7.042245660975925414e-01
3.400000000000000000e+01,3.706329797084132599e-02,4.020423755049705450e-02,3.229452560424804375e+01,7.040221923640221924e-01
3.500000000000000000e+01,3.650486733143528534e-02,4.025955185294151362e-02,3.262186988830566747e+01,6.878095969535630294e-01
