epoch,train_loss,val_loss,psnr,ssim
1.000000000000000000e+00,1.673889491293165388e-01,1.038477604880052446e-01,2.411323665170108654e+01,4.811792449589159526e-01
2.000000000000000000e+00,8.001211331582364084e-02,7.484138252980568340e-02,2.555337855395148949e+01,6.935215299759076579e-01
3.000000000000000000e+00,7.184647626163047363e-02,6.546993192066163925e-02,2.722640867794261155e+01,6.473005330160898074e-01
4.000000000000000000e+00,6.295006161118731070e-02,5.881204116432105916e-02,2.838180166132309878e+01,6.524407671414998999e-01
5.000000000000000000e+00,5.732220006577762317e-02,6.006377858712392409e-02,2.888884679008932821e+01,6.601646164297438890e-01
6.000000000000000000e+00,5.607283451123001861e-02,5.578995704212609541e-02,2.924619977614458932e+01,6.366492809933700370e-01
7.000000000000000000e+00,4.999753069362522506e-02,4.927827341153340895e-02,3.052245807647705078e+01,6.786743245232504940e-01
8.000000000000000000e+00,4.842077365811960077e-02,4.871113258687888997e-02,3.074281512989717413e+01,6.828286791992194127e-01
9.000000000000000000e+00,4.736862869726286840e-02,4.645632897668024869e-02,3.135944787193747274e+01,6.864136120896814353e-01
1.000000000000000000e+01,4.431023306132834960e-02,4.685167573830660570e-02,3.125487591238582752e+01,6.867768264413318668e-01
1.100000000000000000e+01,4.636856154711158085e-02,4.366851828115828060e-02,3.173587406382841181e+01,7.117834667858277120e-01
1.200000000000000000e+01,4.293840663668550134e-02,4.407327479737646603e-02,3.160671542672550061e+01,6.960618069678951025e-01
1.300000000000000000e+01,4.360160953652711391e-02,4.327164152089287008e-02,3.167693110073313889e+01,6.933896506562270412e-01
1.400000000000000000e+01,4.526393809988175226e-02,4.421518392422620070e-02,3.126851154776180408e+01,7.187242955659814969e-01
1.500000000000000000e+01,4.142075758657337570e-02,4.157610423862934113e-02,3.227020976122688012e+01,7.032522348279258706e-01
1.600000000000000000e+01,4.102806448016637492e-02,4.045132613357375895e-02,3.239267854129566615e+01,7.124809071144224681e-01
1.700000000000000000e+01,3.945040893683463001e-02,4.121487982132855665e-02,3.205460368885713507e+01,7.126845291710478536e-01
1.800000000000000000e+01,4.155445443811239814e-02,4.653331615469034899e-02,3.079273768032298264e+01,7.061226569642341522e-01
1.900000000000000000e+01,3.994851182272404766e-02,4.133377980221720344e-02,3.219881130667293689e+01,7.055827365188969136e-01
2.000000000000000000e+01,3.887124021572095633e-02,4.075468890368938446e-02,3.221308825997745373e+01,7.173779541398336290e-01
2.100000000000000000e+01,4.255797079315892101e-02,4.730856330955729439e-02,3.105707224677590617e+01,6.846655503947585153e-01
2.200000000000000000e+01,3.771020704305466653e-02,3.929173349238494067e-02,3.277189535253188524e+01,7.160746828344884962e-01
2.300000000000000000e+01,3.687789247451740693e-02,3.944327758953852098e-02,3.263335469189811988e+01,7.179233475325653702e-01
2.400000000000000000e+01,3.563340707325640677e-02,3.916772696025231509e-02,3.269139132780187396e+01,6.942677356766472352e-01
2.500000000000000000e+01,3.905535700880451155e-02,4.072681781561935527e-02,3.253677160599652751e+01,6.999613494156199378e-01
2.600000000000000000e+01,3.556017855895154262e-02,3.950663973741671414e-02,3.251458510230569487e+01,7.003014012174934022e-01
2.700000000000000000e+01,3.695919212919694663e-02,4.063659457161145766e-02,3.235233396642348680e+01,7.002966466512177135e-01
2.800000000000000000e+01,3.567829879897611856e-02,3.893939931603038890e-02,3.258598092023063941e+01,7.258115207993365292e-01
2.900000000000000000e+01,3.586036918891800929e-02,5.127611164661014659e-02,3.134558548646814558e+01,6.570036218708552589e-01
3.000000000000000000e+01,3.640635847401471614e-02,3.905195184051990509e-02,3.272429208194508021e+01,7.160146038537535951e-01
3.100000000000000000e+01,3.462651217885223676e-02,3.859870026216787736e-02,3.279556437099681432e+01,7.192114015115582681e-01
3.200000000000000000e+01,3.477362954966080333e-02,3.979679131332565512e-02,3.262835698969223586e+01,7.066415609512407547e-01
3.300000000000000000e+01,3.392476508002958274e-02,3.824108499376212972e-02,3.286867074405445521e+01,7.132321765328188956e-01
3.400000000000000000e+01,3.316399328594590162e-02,3.798526547410908949e-02,3.289420531777774670e+01,7.183407533945794787e-01
3.500000000000000000e+01,3.267371316474897147e-02,3.927010626477353550e-02,3.268768013224882196e+01,7.197587991157410325e-01
3.600000000000000000e+01,3.251844920493938279e-02,4.005573065403629507e-02,3.262455743901870164e+01,6.988771456351794420e-01
3.700000000000000000e+01,3.212821980317433906e-02,3.796508667223593564e-02,3.287887808855842309e+01,7.286171793746886172e-01
3.800000000000000000e+01,3.264813437873934771e-02,3.847926975611377920e-02,3.287016526390524263e+01,7.194633423261521665e-01
3.900000000000000000e+01,3.261410943979834581e-02,3.951272653306231453e-02,3.251068334018482631e+01,7.226820574255852225e-01
4.000000000000000000e+01,3.184266593077300644e-02,3.927119985661085833e-02,3.247024334178251337e+01,7.208253482987160288e-01
4.100000000000000000e+01,3.242029580805036448e-02,3.897045618470977579e-02,3.266708575977998663e+01,7.275977459922409185e-01
4.200000000000000000e+01,3.188091295736807107e-02,3.814106642761651289e-02,3.280086186352897926e+01,7.332370547729277765e-01
4.300000000000000000e+01,3.300378404925635029e-02,3.793153259903192520e-02,3.288843222225413854e+01,7.153762925289500751e-01
4.400000000000000000e+01,3.145790442732381009e-02,3.774382951943313497e-02,3.298384711321662621e+01,7.169234460652786911e-01
4.500000000000000000e+01,3.196328719732938195e-02,3.898667861871859402e-02,3.272051418528837274e+01,7.026859747608947826e-01
